,sentiment_risk,confidence_risk,volatility_risk,engagement_risk,tenure_risk,overall_risk,cluster
356,0.0,0.6,0.35355339059327373,0.0,0,0.19071067811865475,0
357,0.5,0.5449999999999999,0.5,0.0,0,0.359,5
358,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
359,0.0,0.6,0.3162277660168379,0.0,0,0.18324555320336758,2
360,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
361,0.0,0.6,0.0,0.0,0,0.12,6
362,0.0,0.5999999999999999,0.408248290463863,0.0,0,0.20164965809277258,8
363,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,3
364,0.0,0.19999999999999996,0.0,0.41107184923439344,0,0.10166077738515901,7
365,0.0,0.6,0.0,0.0,0,0.12,6
366,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
367,0.0,0.6,0.0,0.0,0,0.12,3
368,0.0,0.6,0.0,0.0,0,0.12,4
369,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,1
370,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
371,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,2
372,0.0,0.6,0.0,0.0,0,0.12,0
373,0.0,0.6,0.40824829046386296,0.0,0,0.20164965809277258,6
374,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
375,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,3
376,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
377,1.0,0.33999999999999997,0.0,0.41107184923439344,0,0.429660777385159,5
378,0.0,0.5999999999999999,0.0,0.0,0,0.11999999999999998,8
379,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,2
380,0.0,0.6,0.5,0.0,0,0.22,6
381,0.0,0.6,0.0,0.0,0,0.12,6
382,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
383,0.0,0.6,0.0,0.0,0,0.12,3
384,0.0,0.6,0.0,0.0,0,0.12,4
385,0.0,0.5999999999999999,0.408248290463863,0.0,0,0.20164965809277258,1
386,0.0,0.6,0.0,0.0,0,0.12,4
387,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,2
388,0.0,0.6,0.0,0.0,0,0.12,0
389,1.0,0.49,0.0,0.41107184923439344,0,0.45966077738515904,5
390,0.0,0.6,0.0,0.0,0,0.12,8
391,0.0,0.6,0.5,0.0,0,0.22,2
392,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
393,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,6
394,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
395,0.0,0.5999999999999999,0.0,0.0,0,0.11999999999999998,3
396,0.0,0.19999999999999996,0.0,0.41107184923439344,0,0.10166077738515901,7
397,0.5,0.5685714285714286,0.5,0.0,0,0.36371428571428577,5
398,0.0,0.6,0.5,0.0,0,0.22,8
399,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,3
400,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
401,0.0,0.48,0.5,0.0,0,0.196,1
402,0.0,0.6,0.5,0.0,0,0.22,8
403,0.0,0.5666666666666667,0.0,0.0,0,0.11333333333333334,2
404,0.0,0.55,0.5,0.0,0,0.21000000000000002,0
405,0.0,0.6,0.5,0.0,0,0.22,6
406,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
407,0.0,0.5999999999999999,0.408248290463863,0.0,0,0.20164965809277258,3
408,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
409,1.0,0.33999999999999997,0.0,0.41107184923439344,0,0.429660777385159,5
410,0.0,0.6,0.0,0.0,0,0.12,8
